product_category_name,order_item_id,price,freight_value,review_score,review_comment_title,review_comment_message
audio,1,14.9,7.39,5,Gostei,Entrega no prazo gostei muito do produto muito bom
fashion_bolsas_e_acessorios,1,23.99,18.27,4,Bom,Entrega no prazo e bom material 
beleza_saude,1,110.32,23.27,1,Nunca recebi,Comprei há quase 2 meses e até o momento não recebi o produto.
beleza_saude,1,110.32,15.87,3,Entrega em dia diferente,"Fiz o pedido de duas caixas de lente, sendo que recebi em dia diferente, causando um estresse desnecessário. Apesar disso os produtos chegaram corretos e dentro do prazo."
beleza_saude,2,110.32,15.87,3,Entrega em dia diferente,"Fiz o pedido de duas caixas de lente, sendo que recebi em dia diferente, causando um estresse desnecessário. Apesar disso os produtos chegaram corretos e dentro do prazo."
beleza_saude,1,897.0,26.55,5,EXCELENTE!,MANTER O PADRÃO PARA FIGURAR ENTRE AS MELHORES LOJAS.
papelaria,1,139.0,23.55,2,Atraso na entrega do prod,O prazo para entrega era dia 14/05 e até agora não chegou. Uma falta de respeito com o consumidor. O numero do pedido nem sequer aparece na relação de pedidos no site lannister.com
relogios_presentes,1,299.99,14.54,5,SHOW,Muito bom!!!!
relogios_presentes,1,285.0,8.86,1,RELÓGIO FALSO,"Estou escrevendo e-mails ao stark e à loja responsável mas ngm me responde. 
Os relógios da Casio comercializados não são originais. Não vem na caixa e nem com manual. E cobram preço de original "
relogios_presentes,1,299.99,14.54,3,Relógio manchado,a parte dourada do relógio veio com uma pequena mancha
cama_mesa_banho,1,199.9,13.83,5,super recomendo,"adorei o produto, a cortina é lindíssima, vocês estão de parabéns, chegou antes do prazo, serviço excelente."
utilidades_domesticas,1,229.9,59.69,1,Não recorrendo,Vendeu um produto que não tinhas e demorou muito pra entrar em contato para cancelar o pedido. 
fashion_bolsas_e_acessorios,1,79.99,18.36,5,Adorei o produto! ,"Muito bom, gostei bastante, chegou super rápido."
perfumaria,1,139.0,7.84,5,Entregue com rapidez,Entregue com rapidez e o produto é muito bom
esporte_lazer,1,139.9,20.32,5,Excelente,Excelente produto
esporte_lazer,1,139.9,21.62,5,"Muito, entregou antes do ","Muito bom, entregou no prazo"
cama_mesa_banho,2,140.0,26.1,1,Falta 1 rede ,Faltou 1 rede chegar chegou somente 1 rede
construcao_ferramentas_jardim,1,144.9,73.08,1,Falta 1 rede ,Faltou 1 rede chegar chegou somente 1 rede
beleza_saude,1,60.0,15.52,5,recomendo ,produto entregue no prazo.
casa_construcao,1,79.9,38.83,4,super recomendo,produto otimo
casa_construcao,1,79.9,9.31,4,Muito bom produto,Atendeu as expectativas 
automotivo,1,39.9,9.03,4,Produto como indicado,Bom produto. Apresenta as características como descrito no site. Entregue antes do prazo.
beleza_saude,1,32.9,12.53,4,Ótimo,Foi entregue o produto no prazo e tudo correto
beleza_saude,1,144.0,15.1,5,Ótimo,"Tudo perfeito amei o produto exatamente o que eu precisava.
A loja também várias vezes que compro sempre no prazo certo e produtos bem embalados e excelente preço."
cama_mesa_banho,1,699.99,162.4,1,Me enganaram... ,"Comprei o tapete com a metragem 2,50 x2,50 e me mandaram a metragem 2,0 x 2,50, sendo que no siteo valor dessa metragem que me enviaram está bem abaixo do valor que paguei... "
cama_mesa_banho,1,139.9,27.06,2,maravilhoso,recomendo
automotivo,1,149.9,15.35,1,"Ruim, produto incorreto","O produto veio com tamanho diferente do solicitado, ou seja, tamanho 56 no lugar do 38. A empresa está demorando muito entrar em contato para que eu efetue a troca ou o cancelamento da compra."
automotivo,1,53.9,18.18,5,Ótimo custo benefício,"Produto bom, preço bom e entregue no prazo. Recomento!!!"
moveis_decoracao,1,8.99,19.04,1,0,Péssima compra!
instrumentos_musicais,1,799.0,133.47,4,Avaliação da entrega,"Achei o frete muito caro, mas a entrega foi eficiente "
esporte_lazer,1,249.0,14.18,1,Não recomendado,"Apesar de estar no prazo de entrega o produto demorou muito para chegar, fiz o pedido do mesmo produto em um concorrente do stark que entregou bem antes."
artigos_de_festas,1,22.5,7.42,4,Letra E de led ,"Gostei do produto, porem veio um pouco torta a letra, mas como é de plástico não deve vir perfeita né! Mas de resto, funciona e chegou no prazo! "
beleza_saude,1,84.99,23.52,3,Recomendo ,Facilita bastante pra quem não quer gasta só com chapinha danificando o cabelo
automotivo,1,102.49,13.38,5,Nos conformes ,Ótimo produto 
perfumaria,1,179.0,38.16,5,Nota 10 a loja,Entrega rápido
cama_mesa_banho,1,72.9,14.09,1,Entrega nao feita,O pedido esta como se fosse entregue mais nao recebi nada
cama_mesa_banho,2,72.9,3.09,2,Faltou peça e má qualidad,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!"
moveis_escritorio,1,89.98,51.48,2,Faltou peça e má qualidad,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!"
cama_mesa_banho,4,89.9,10.29,2,Faltou peça e má qualidad,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!"
cama_mesa_banho,3,69.9,4.12,2,Faltou peça e má qualidad,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!"
papelaria,1,44.0,7.74,5,Tinta para canet,Ótimo 
papelaria,2,29.3,15.48,5,Tinta para canet,Ótimo 
papelaria,3,29.3,15.48,5,Tinta para canet,Ótimo 
beleza_saude,1,25.0,10.94,4,Rápido,Chegou super rápido. Comprei 4 produtos. O que não entendi é que cada um veio em uma caixa separado. Poderia ser na mesma. Achei desperdício. O mesmo produto e embalados separados.
beleza_saude,4,25.0,10.94,4,Rápido,Chegou super rápido. Comprei 4 produtos. O que não entendi é que cada um veio em uma caixa separado. Poderia ser na mesma. Achei desperdício. O mesmo produto e embalados separados.
beleza_saude,2,7.5,4.79,4,Rápido,Chegou super rápido. Comprei 4 produtos. O que não entendi é que cada um veio em uma caixa separado. Poderia ser na mesma. Achei desperdício. O mesmo produto e embalados separados.
beleza_saude,3,7.5,4.79,4,Rápido,Chegou super rápido. Comprei 4 produtos. O que não entendi é que cada um veio em uma caixa separado. Poderia ser na mesma. Achei desperdício. O mesmo produto e embalados separados.
beleza_saude,1,82.0,11.83,5,Perfeito,Fácil de realizar a compra.produto chegou correto é antes do prazo estipulado.adorei o serviço.comprarei mais vezes e recomendado a todos
beleza_saude,1,82.0,23.37,5,excelente ,"Tudo ótimo o produto, a loja parceira e a entrega. Vou comprar sempre."
beleza_saude,1,84.9,20.64,5,Excelente ,Tudo ótimo 
beleza_saude,1,199.08,19.49,5,Mt bom,"Entrega rápida, produto de boa qualidade gostei recomendo "
relogios_presentes,1,35.0,15.35,5,Entrega antes do prazo,"Produto lindo, ótimo melhor q esperava"
relogios_presentes,1,35.0,18.35,4,Produto com cor diferente,"O produto é de boa qualidade, porém, comprei na cor branco e recebi na cor rosa. Não efetuei a troca pois para a utilização a cor não iria interferir, e estava com urgência."
beleza_saude,1,69.0,19.67,5,Boa compra,Entrega rapida. Agora resta saber se o produto é realmente o que diz ser.
esporte_lazer,1,99.0,18.07,5,super recomendado,"Recebi o produto na forma contratada, inclusive na data anunciada;"
esporte_lazer,1,99.0,15.6,1,05,Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .
esporte_lazer,2,99.0,15.6,1,05,Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .
automotivo,1,50.9,56.61,1,Não recomendo,até agora não recebi o que comprei. nunca passei tanto tempo para receber um produto comprado no site das lannister. 
pet_shop,1,95.72,22.6,1,Produto errado,"Comprei a caixa de simparic com 3 comprimidos e entregaram a caixa com apenas 1 comprimido, solicitei a troca no dia 29/08 e ainda não tive nenhum retorno."
moveis_decoracao,1,60.0,13.78,2,ENTREGA PARCIAL PRODUTO,"CONFORME PEDIDO E NF 021385 DA AMANDINI FORAM COMPRADOS 03 PENDENTES PORÉM O CORREIO SÓ ENTREGOU 02 PENDENTES.
FAVOR ENVIAR 01 PENDENTE O MAIS RÁPIDO POSSIVEL PARA INSTALAÇÃO DO MESMO."
moveis_decoracao,2,60.0,13.78,2,ENTREGA PARCIAL PRODUTO,"CONFORME PEDIDO E NF 021385 DA AMANDINI FORAM COMPRADOS 03 PENDENTES PORÉM O CORREIO SÓ ENTREGOU 02 PENDENTES.
FAVOR ENVIAR 01 PENDENTE O MAIS RÁPIDO POSSIVEL PARA INSTALAÇÃO DO MESMO."
moveis_decoracao,3,60.0,13.78,2,ENTREGA PARCIAL PRODUTO,"CONFORME PEDIDO E NF 021385 DA AMANDINI FORAM COMPRADOS 03 PENDENTES PORÉM O CORREIO SÓ ENTREGOU 02 PENDENTES.
FAVOR ENVIAR 01 PENDENTE O MAIS RÁPIDO POSSIVEL PARA INSTALAÇÃO DO MESMO."
utilidades_domesticas,1,469.0,23.92,5,Produto entregue,Chegou mais rápido que o previsto! 
cama_mesa_banho,1,27.9,18.23,4,recomendo,bom dentro das expectativas
informatica_acessorios,1,44.99,19.23,5,Mini receptor de TV Digit,"Produto excelente, preço melhor ainda, entrega no prazo. Perfeito!"
informatica_acessorios,1,44.99,15.42,5,Super recomendo,Excelente vendedor e entrega muito rápida...
informatica_acessorios,1,44.99,15.23,4, RECOMENDO,ENTREGA RAPIDA
informatica_acessorios,1,44.99,7.58,5,Otimo,Bom produto recomendo chegou certinho.
brinquedos,1,299.99,12.96,5,Excelente,"Chegou muito antes do prazo, com 2 dias. Produto perfeito!"
beleza_saude,1,110.32,13.21,5,Lojas lannister A MELHOR,"Junto com a Netshoes, as Melhores Lojas On-Line"
beleza_saude,2,110.32,13.21,5,Lojas lannister A MELHOR,"Junto com a Netshoes, as Melhores Lojas On-Line"
brinquedos,1,329.9,90.98,5,Perfeito,Produto corresponde ao anunciado. Ótimo custo beneficio.
moveis_decoracao,1,299.99,28.18,4,recomendo,"estou esperando meu produto, depois faço a avaliaçao"
moveis_decoracao,1,299.99,28.18,3,Regular,a caixa veio danificada e com aspecto de velha.
moveis_decoracao,1,299.99,24.9,3,Recomendo,"O produto é muito bom. Recomendo.
O problema foi que recebi o produto em 220V e pedi em 110v..."
moveis_decoracao,1,299.99,13.56,5,Produto bom,"O produto chegou bem embalado, sem problema algum, é leve, esquenta rápido, compraria novamente. O único problema foi a entrega, demorou cerca de uns 20 dias. "
cama_mesa_banho,1,159.9,30.7,5,super recomendo ,"bem a compra e entrega deste produto foi perfeita. a targaryen enviou super rapido e bem embalado, agradeço á atenção."
utilidades_domesticas,1,64.9,11.71,5,Bom produto,Chegou dentro do prazo e estou satisfeito
cama_mesa_banho,2,59.9,20.77,1,Recebi apenas 1 pacote,"Boa Tarde ! 

Segunda vez que escrevo, comprei 3 produtos no mesmo dia, o pedido foi faturado separadamente , e da loja em questão , recebi apenas 1 produto e deveria ter recebido 2 produtos."
moveis_decoracao,1,129.0,9.03,1,Recebi apenas 1 pacote,"Boa Tarde ! 

Segunda vez que escrevo, comprei 3 produtos no mesmo dia, o pedido foi faturado separadamente , e da loja em questão , recebi apenas 1 produto e deveria ter recebido 2 produtos."
informatica_acessorios,1,72.9,51.23,2,esperando e precisando...,ainda não recebi meu pedido...não sei se é culpa do parceiro ou transporte...
eletroportateis,1,34.9,23.39,4,Entrega antes do prazo 👏,👏👏👏👏👏
eletroportateis,1,30.49,12.79,5,super recomendo,a lojas esta de parabéns 
cama_mesa_banho,1,142.14,23.8,5,Otimo,Produto bom veio bem bonito como na foto e chegou antes do prazo
moveis_decoracao,1,55.0,19.36,5,Recomendo,"Entrega muito antes do prazo,
sempre dou os parabéns a lannister.
Produto conforme o anúncio."
telefonia,1,34.99,18.35,5,Excelente,Super recomendo
artes,1,99.0,15.57,5,Excelente,Agilidade é semana um diferencial!
consoles_games,1,298.5,17.76,5,Bom produto ,Gostei muito 
consoles_games,1,293.9,9.64,5,Legal,Muito bom
cama_mesa_banho,1,162.5,18.05,1,cobertor,"produto inferior ao esperado.
Desejo devolve lo. "
cama_mesa_banho,1,58.99,14.72,2,Péssimo tecido e costuras,"É muito transparente, costura soltando e não veste como na foto, tenho outra capa, e essa sim é perfeita, sendo assim, não recomendo ninguém a comprar."
cama_mesa_banho,1,58.99,14.72,4,Ótimo ,Muito bom
malas_acessorios,1,49.99,18.45,5,Produto excelente!,"Adorei! Estou feliz com o atendimento, o serviço prestado e o produto é ótimo."
pet_shop,1,149.99,88.96,5,recomendo,recomendo
beleza_saude,1,110.32,8.03,5,Tudo certo,"Produto entregue corretamente, muito antes do prazo estimado. Promessa de entrega para o dia 11/07, entrega feita dia 02/07 (9 dias antes)."
beleza_saude,1,110.32,8.03,4,"Bom, mas atrasado.","Produto bom e vendedor confiável, só pecou no atraso da entrega e necessidade de e-mails para acompanhamento. Compraria de novo, mas podem melhorar."
eletrodomesticos,1,29.9,18.23,4,Recomendo.,Muito boa a loja. Parabéns.
beleza_saude,1,45.9,23.12,5,Excelente ,"Ótima compra chegou 2 semanas antes da data estimada, veio muito bem embalada.
Amei a compra."
beleza_saude,2,45.9,23.12,5,Excelente ,"Ótima compra chegou 2 semanas antes da data estimada, veio muito bem embalada.
Amei a compra."
esporte_lazer,1,179.9,49.34,4,RECOMENDO,"Produto bom, chegou no prazo."
esporte_lazer,1,179.9,37.19,2,Boa,Pela foto parecia que não era mais confortável para as costas.
esporte_lazer,1,179.9,37.59,1,Faltou 1 cadeira,Comprei 2 e paguei duas e recebi uma. Já avri Reclamação e nada
esporte_lazer,2,179.9,37.59,1,Faltou 1 cadeira,Comprei 2 e paguei duas e recebi uma. Já avri Reclamação e nada
esporte_lazer,1,179.9,37.19,5,Aprovado,"Entrega rápida, produto conforme especificado no site, correspondeu minhas expectativas."
perfumaria,1,29.9,18.23,5,Ótimo produto.,Excelente produto é excelente vendedor recomendo.
esporte_lazer,1,112.0,7.65,5,Muito rápido e eficiente ,"A loja foi muito rápida no envio, recebi tudo certo e de forma eficiente. Grata! "
esporte_lazer,1,112.0,13.44,5,Entrega antes do prazo,"Mais uma vez muito feliz por comprado aqui ,entrega super rapido.."
eletronicos,1,229.9,14.6,5,Muito bom,Muito bom
ferramentas_jardim,1,114.9,44.72,5,Ok,Tudo ocorreu bem e chegou antes do prazo.
relogios_presentes,1,273.9,20.02,3,Produto excelente,"O produto é ótimo, minha única reclamação e sabre a entrega, que não foi feita na minha residência"
telefonia_fixa,1,419.99,17.25,5,Recomendo,O produto é o esperado e o fornecedor cumpriu o combinado.
bebes,1,39.75,22.21,5,Ótimo ,Qualidade garantida
perfumaria,1,159.9,61.18,5,Obrigada,"Adorei meu produto, e chegou tudo perfeitamente "
automotivo,1,59.9,20.84,5,5,Muito bom
utilidades_domesticas,1,79.98,23.5,5,Ótimo produto,"Recebi meu produto tudo certinho e antes do prazo, adorei a empresa está de parabens.
"
papelaria,1,111.51,25.13,5,Excelente,Chegou antes do prazo previsto...Atualização do rastreamento real.
esporte_lazer,1,19.99,27.42,5,recomendo,bom protudo
esporte_lazer,1,99.0,8.46,5,EXCELENTE,"RECEBI MUITO RÁPIDO ANTES DO PRAZO, OTIMO QUALIDADE ADOREII"
perfumaria,1,325.54,20.38,5,otimo,chegou muito antes do previsto. excelente atendimento
beleza_saude,1,29.9,18.31,1,targaryen é desonesto.,"Comprei Escova De Dentes Curaprox Black Edition - Cerdas Pretas. Foi entregue Escova Roxa com cerdas Verdes. 
Nada a ver. E a targaryen, parceira das lannister disse que não pode fazer nada. CORRAM."
cool_stuff,1,289.99,17.13,5,Entrega rápida,Muito satisfeita 
cama_mesa_banho,1,59.9,9.26,5,Positivo,Capas excelentes. Recomendo 
pet_shop,1,139.0,9.72,5,Entrega rápida ,Produto chegou rápido e em perfeitas condições. 
utilidades_domesticas,1,129.99,41.89,5,Produto excelente ,"Muito bom de alta qualidade, superou minhas expectativas "
utilidades_domesticas,1,129.99,20.49,2,PRODUTO RECUSADO ,Pedi a devolução e já recusei o produto há dias. Mas infelizmente a lannister.com NÃO É um site confiável . 
utilidades_domesticas,2,149.99,20.48,2,PRODUTO RECUSADO ,Pedi a devolução e já recusei o produto há dias. Mas infelizmente a lannister.com NÃO É um site confiável . 
construcao_ferramentas_construcao,1,120.0,14.14,5,Torneira com filtro ,"Excelente produto, por ser Forusi já era de se esperar qualidade.
Empresa vendedora e intermediadora que respeitam o cliente chegou bem antes do prazo !
"
construcao_ferramentas_construcao,1,132.1,18.63,4,excelente atendimento,"Não dei 5 estrelas, porque o produto ainda não foi instalado e não usei.
Porém a responsabilidade com o cliente, nota 10.
O produto chegou super rápido.

"
eletrodomesticos,1,36.29,8.94,4,Produto entregue ,Entrega no prazo
ferramentas_jardim,1,90.0,9.38,3,3,Bom
construcao_ferramentas_iluminacao,1,30.0,8.37,4,lannister super pontual!,Adorei a rapidez da entrega
relogios_presentes,1,149.9,19.15,5,Super indico,"Super recomendo, chegou antes do prazo estimado."
relogios_presentes,1,178.0,51.75,4,bom,"só pra receber demorou um pouco, do resto nada a reclamar."
relogios_presentes,1,179.0,19.13,1,Produto não foi entregue,"Decorridos 10 dias do prazo máximo para entrega, dia 17/04/18, não houve qualquer contato para justificar a falta."
relogios_presentes,1,178.0,13.69,5,Produto otimo,Gostei muito do produto e chegou mais rapido doq o esperado !
relogios_presentes,1,149.9,13.71,5,Relogio ,Relogio muito bonito e otima qualidade 
moveis_decoracao,1,59.9,19.39,5,bom,recomendo a loj baratheon 
moveis_decoracao,2,59.9,19.39,5,bom,recomendo a loj baratheon 
moveis_decoracao,1,59.9,27.74,4,Recomendo,"O pedido chegou antes do combinado, muito bom."
moveis_decoracao,2,35.0,0.06,4,Recomendo,"O pedido chegou antes do combinado, muito bom."
beleza_saude,2,119.9,18.94,5,Recomendo!!!,"Comprei dois produtos no dia 17/08 previstos para o dia 14/09; Um chegou no dia 23/08 e outro 24/08, fiquei muito contente com o prazo de entrega e com os produtos, q vieram de acordo com o solicitado"
beleza_saude,1,119.9,18.94,5,Recomendo!!!,"Comprei dois produtos no dia 17/08 previstos para o dia 14/09; Um chegou no dia 23/08 e outro 24/08, fiquei muito contente com o prazo de entrega e com os produtos, q vieram de acordo com o solicitado"
relogios_presentes,1,430.0,21.11,3,O Produto veio com avaria,"O Produto veio danificado, já entrei em contato solicitando a troca. Não consigo avaliar pois ainda não me retornaram a solicitação!"
brinquedos,1,120.0,20.03,5,Perfeito!,Produto veio conforme anunciado. Recomendo a todos. Veio antes do prazo. Minha filha vai amar. Continuem assim. Valeu.
esporte_lazer,1,109.9,19.96,5,Muito satisfeita,Produto excelente.preço otino e chegou 10 dias antes do previsto. 
fashion_bolsas_e_acessorios,1,49.0,12.79,3,Não foi entregue,Estou aguardando a entrega em minha casa em Paraibuna
fashion_bolsas_e_acessorios,1,49.0,7.6,5,legal,tudo okay
informatica_acessorios,1,89.89,23.13,5,Tudo excelente,"Teclado chegou e funciona em todos os aparelho, menos no macbook pro, que era pra o que eu queria. Mas ok. Era um risco que eu corria. Mas o atendimento foi excelente e tudo veio como esperado"
informatica_acessorios,2,89.89,23.13,5,Tudo excelente,"Teclado chegou e funciona em todos os aparelho, menos no macbook pro, que era pra o que eu queria. Mas ok. Era um risco que eu corria. Mas o atendimento foi excelente e tudo veio como esperado"
telefonia,1,49.99,13.01,1,Horrivel ,"Olha meu produto veio com defeito,ai mandei para garantia e a garantia veio com defeito tambem."
utilidades_domesticas,1,167.0,19.47,5,Satisfeito,"Tudo 100% desde o Pedido até a Entrega e a Qualidade, Satisfeito,
RECOMENDO..."
relogios_presentes,1,119.0,18.71,3,Produto entregue,Recomendo
construcao_ferramentas_iluminacao,1,55.9,23.54,3,produto bom,"produto bonito, porem com acabamento mau feito"
brinquedos,1,19.99,8.89,1,Ja pedi devolucao ,"Ja pedi devolucao, nao gostei do produto,veio com a caixa do brinquedo com um rasgo, como se algurm ja tivesse aberto ela, a cartela de adesivo veio sem 2 adesivo,as cores nao foram legais."
cama_mesa_banho,2,29.99,9.85,5,Ótimo,Bons produtos e a entrega fantástica
cama_mesa_banho,3,29.99,9.85,5,Ótimo,Bons produtos e a entrega fantástica
cama_mesa_banho,1,75.27,24.62,5,Ótimo,Bons produtos e a entrega fantástica
cama_mesa_banho,2,29.99,4.21,5,Gosto muito dos produtos ,"Fiz quatro pedidos, só recebi um, pois os demais foram cancelados,no entanto o valor do boleto veio no total da compra.1.293,38,comprado 30/04/18.Estou aguardando envio do boleto no valor 179,40 obrig"
cama_mesa_banho,1,29.99,21.03,5,Gosto muito dos produtos ,"Fiz quatro pedidos, só recebi um, pois os demais foram cancelados,no entanto o valor do boleto veio no total da compra.1.293,38,comprado 30/04/18.Estou aguardando envio do boleto no valor 179,40 obrig"
cama_mesa_banho,3,29.99,21.03,5,Gosto muito dos produtos ,"Fiz quatro pedidos, só recebi um, pois os demais foram cancelados,no entanto o valor do boleto veio no total da compra.1.293,38,comprado 30/04/18.Estou aguardando envio do boleto no valor 179,40 obrig"
cama_mesa_banho,4,29.99,21.03,5,Gosto muito dos produtos ,"Fiz quatro pedidos, só recebi um, pois os demais foram cancelados,no entanto o valor do boleto veio no total da compra.1.293,38,comprado 30/04/18.Estou aguardando envio do boleto no valor 179,40 obrig"
cama_mesa_banho,5,29.99,21.03,5,Gosto muito dos produtos ,"Fiz quatro pedidos, só recebi um, pois os demais foram cancelados,no entanto o valor do boleto veio no total da compra.1.293,38,comprado 30/04/18.Estou aguardando envio do boleto no valor 179,40 obrig"
cama_mesa_banho,6,29.99,21.03,5,Gosto muito dos produtos ,"Fiz quatro pedidos, só recebi um, pois os demais foram cancelados,no entanto o valor do boleto veio no total da compra.1.293,38,comprado 30/04/18.Estou aguardando envio do boleto no valor 179,40 obrig"
automotivo,1,120.0,27.14,5,Produto entregue no prazo,Ainda não usei o produto assim não tenho como avaliar
automotivo,1,120.0,27.57,4,Produto recebido,"Recebi o produto mas não consegui ve-lo ainda
"
automotivo,1,120.0,27.14,5,BOA COMPRA E ENTREGA MEGA,Ótimo custo benefício . Muito satisfeita!
casa_construcao,1,156.45,18.68,5,Não recebi,Não recebi
ferramentas_jardim,1,25.0,8.93,5,Empresa recomendada,O produto chegou corretamente no prazo. Parabéns!
telefonia,1,94.9,18.76,1,nao recomendo,Produto veio com defeito
beleza_saude,1,137.9,15.85,5,Ótimo produto,GOSTEI MUITO . OTIMO PRODUTO
relogios_presentes,1,299.9,24.03,5,Entrega,"Segue eu fiz o cancelamento de compra desse produto, solicito que não sera mais necessário, pois foi eu que não soube mexer com o relógio, esta funcionando perfeitamente tudo certo obrigado."
relogios_presentes,1,299.9,19.98,5,Recomendo Sim,"Como de costume, a lannister manda muito bem no serviço e o relógio era tudo que eu esperava, estou muito satisfeito"
construcao_ferramentas_jardim,1,47.99,14.44,5,recomendo a loja,"Vendedor cumpriu tudo que foi avençado, entrega super rápida."
construcao_ferramentas_jardim,2,47.99,25.34,5,Super recomendo,Excelente serviço e os produtos foram exatamente o que eu esperava.
livros_tecnicos,1,28.0,25.34,5,Super recomendo,Excelente serviço e os produtos foram exatamente o que eu esperava.
brinquedos,1,35.9,9.0,5,Ótima loja,Adorei a rapidez e a qualidade do produto 
moveis_decoracao,1,230.0,26.59,3,Cor incorreta,"Produto perfeito, mas a cor não veio conforme pedido."
automotivo,1,39.49,15.38,5,Ótimo produto ,Realmente é uma meia de qualidade. 
automotivo,1,39.49,12.94,5,O produto é excelente,"Recomendo a compra desse produto, meia segunda pele."
moveis_decoracao,1,124.9,23.45,3,Mediana,"Parecia ser boa no inicio, mas ja expirou o prazo de entrega e não tenho informaçoes sobre o produto."
utilidades_domesticas,1,349.99,28.75,5,super recomendo,"Amei, realmente condiz com a propaganda...
Perfeito"
cama_mesa_banho,1,59.0,14.72,5,Muito Bom,"O produto alcançou todas minhas expectativa, e sem contar que chegou muito antes do prazo de entrega super recomendo."
cama_mesa_banho,1,44.99,9.44,5,SUPER RECOMENDO,"COMO SEMPRE,MUITO SATISFEITA;ENTREGA FEITA MUITO ANTES DO ESTIPULADO.
PARABÉNS!!!!!!!"
cama_mesa_banho,1,44.99,13.9,5,10,Amei super recomendo.
malas_acessorios,1,149.0,20.32,5,Excelente,"Adoro comprar nas lojas lannister, recomendo sempre. Abraços."
fashion_bolsas_e_acessorios,5,59.9,9.67,4,Faltou um item na entrega,"Entrei em contato com a loja há dois dias, pois faltou um berloque.
Até agora não tive resposta. Espero que resolvam.
Os demais vieram muito bem embalados."
fashion_bolsas_e_acessorios,6,69.9,9.68,4,Faltou um item na entrega,"Entrei em contato com a loja há dois dias, pois faltou um berloque.
Até agora não tive resposta. Espero que resolvam.
Os demais vieram muito bem embalados."
fashion_bolsas_e_acessorios,3,69.9,19.34,4,Faltou um item na entrega,"Entrei em contato com a loja há dois dias, pois faltou um berloque.
Até agora não tive resposta. Espero que resolvam.
Os demais vieram muito bem embalados."
fashion_bolsas_e_acessorios,4,69.9,19.34,4,Faltou um item na entrega,"Entrei em contato com a loja há dois dias, pois faltou um berloque.
Até agora não tive resposta. Espero que resolvam.
Os demais vieram muito bem embalados."
fashion_bolsas_e_acessorios,1,69.9,9.67,4,Faltou um item na entrega,"Entrei em contato com a loja há dois dias, pois faltou um berloque.
Até agora não tive resposta. Espero que resolvam.
Os demais vieram muito bem embalados."
fashion_bolsas_e_acessorios,2,39.9,9.67,4,Faltou um item na entrega,"Entrei em contato com a loja há dois dias, pois faltou um berloque.
Até agora não tive resposta. Espero que resolvam.
Os demais vieram muito bem embalados."
ferramentas_jardim,1,219.0,19.41,5,Recomendo,Produto entregue dentro do prazo e atendeu as expectativas
cama_mesa_banho,1,150.0,28.0,5,Muito lindo!,Adorei as barrinhas. O tecido é ótimo e as barras são bem bordadas e delicadas. 
moveis_escritorio,1,139.99,16.85,2,Falta de comprometimento,"Como está especificado no pedido, solicitei o cadeira branca com lilás e recebo uma nota fiscal com a cadeira branca com roxa, é o produto branco com roxo, então a minha escolha não valeu de nada.... "
moveis_escritorio,1,139.99,16.85,1,Pessima,Havia cancelado o pedido e mesmo assim foi entregue e foi cobrado. 
moveis_escritorio,2,139.99,16.85,1,Pessima,Havia cancelado o pedido e mesmo assim foi entregue e foi cobrado. 
moveis_escritorio,1,139.99,16.85,4,Bom,"Foi entregue antes da data
prevista e sem danos. 
"
livros_interesse_geral,1,519.9,25.24,5,Bom ,Otimo
livros_interesse_geral,1,514.9,21.7,5,super recomendo15 /07/18 ,A loja é de confiança estou super satisfeita.Recebe todas as figurinhas do album.Meu neto esta feliz da vida. Obrigada.
livros_interesse_geral,1,514.9,16.26,5,Fantástico,"Recebi o produto antes do prazo, a entrega foi super rápida !!
Recomendo essa transportadora !!"
brinquedos,1,46.99,15.23,3,bom,produto razoável 
telefonia,1,27.99,18.3,5,super recomendo otimo,"recomendo,chegou antesdo prazo,adorei"
beleza_saude,1,40.0,7.39,3,Não vale muito apena ,Não gostei do produto o cabelo fico só um pouco platinado quase nada= não vale o valor que está sendo vendido 
relogios_presentes,1,108.9,19.67,5,Relógio muito bom ,"Recebei o relógio dentro do prazo ,tamanho grande e muito bonito ."
informatica_acessorios,1,49.9,22.28,3,Entrega super rápida,"Só avaliei 3 estrelas por enviar em separado as memórias, sendo comprados em uma única vez. Frete duplo. Poderia ter desconto no frete quando comprados em várias unidades"
informatica_acessorios,2,49.9,22.28,3,Entrega super rápida,"Só avaliei 3 estrelas por enviar em separado as memórias, sendo comprados em uma única vez. Frete duplo. Poderia ter desconto no frete quando comprados em várias unidades"
automotivo,1,145.0,9.13,5,Tudo ok ,Sucesso a vocês!
